地域,サービス提供期間,年齢,結婚状態,現住所居住期間,世帯収入,教育レベル,現職就業期間,退職,性別,家族構成人数,無料長距離電話サービス,通信装置レンタル,コールカードサービス,ワイヤレスサービス,前月の長距離サービス利用量,前月の無料長距離電話サービス利用量,前月の通信装置のレンタル利用量,前月のコールカードサービス利用量,前月のワイヤレスサービス利用量,全期間の長距離サービス利用量,全期間の無料長距離電話サービス利用量,全期間の通信装置のレンタル利用量,全期間のコールカードサービス利用量,全期間のワイヤレスサービス利用量,複数回線の有無,ヴォイスメールサービス,呼び出しサービス,インターネットサービス,発信者番号通知サービス,通話中着信サービス,着信転送サービス,三者通話サービス,電子請求サービス,log(前月の長距離サービス利用量）,log(前月の無料長距離電話サービス利用量）,log(前月の通信装置のレンタル利用量）,log(前月のコールカードサービス利用量）,log(前月のワイヤレスサービス利用量）,log(世帯収入),顧客区分,Churn
Zone 2,30,74,Married,12,10,Did not complete high school,3,Yes,Female,2,Yes,No,Yes,No,7.25,30.25,0,17.25,0,225.3,906,0,585,0,No,No,No,No,Yes,Yes,Yes,Yes,No,1.981001,3.409496,,2.847812,,2.302585,Plus service,No
Zone 1,40,42,Married,16,108,Some college,17,No,Male,4,No,Yes,No,No,4.95,0,29.7,0,0,205.65,0,1151.35,0,0,Yes,No,No,Yes,No,No,No,No,Yes,1.599388,,3.391147,,,4.682131,E-service,Yes
Zone 2,42,50,Married,17,85,High school degree,15,No,Female,4,No,No,Yes,No,14.3,0,0,11.5,0,567.95,0,0,485,0,No,No,No,No,No,No,No,No,No,2.66026,,,2.442347,,4.442651,Basic service,No
Zone 1,20,34,Unmarried,14,51,Some college,9,No,Female,1,No,No,No,No,5.65,0,0,0,0,126.4,0,0,0,0,Yes,No,No,Yes,No,No,No,No,No,1.731656,,,,,3.931826,E-service,Yes
Zone 1,4,22,Married,1,22,High school degree,2,No,Female,3,No,No,Yes,No,2.25,0,0,23.5,0,8,0,0,85,0,No,No,No,No,Yes,No,Yes,Yes,No,0.81093,,,3.157,,3.091042,Plus service,No
Zone 2,44,49,Married,2,66,High school degree,8,No,Female,4,Yes,No,Yes,Yes,4.25,43.25,0,38.75,39.55,184.9,1980.05,0,1655,1655.9,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,1.446919,3.766997,,3.657131,3.677566,4.189655,Total service,No
Zone 3,49,63,Unmarried,18,10,High school degree,2,Yes,Male,1,Yes,No,Yes,No,13.9,33.25,0,12.75,0,668.95,1624.6,0,615,0,No,No,No,No,Yes,Yes,Yes,Yes,No,2.631889,3.504055,,2.545531,,2.302585,Plus service,No
Zone 3,5,36,Married,2,34,Did not complete high school,4,No,Female,2,Yes,No,No,No,3.5,19.5,0,0,0,14.2,105.9,0,0,0,No,No,No,No,Yes,No,Yes,Yes,No,1.252763,2.970414,,,,3.526361,Plus service,Yes
Zone 3,70,50,Married,29,67,Did not complete high school,22,No,Male,4,No,No,Yes,No,51.9,0,0,15.75,0,3438.4,0,0,1075,0,Yes,No,No,No,No,No,No,No,No,3.949319,,,2.75684,,4.204693,E-service,No
Zone 1,30,57,Married,16,19,Did not complete high school,1,No,Male,4,No,No,Yes,No,7.25,0,0,8.5,0,200.1,0,0,285,0,No,No,No,No,No,No,No,No,No,1.981001,,,2.140066,,2.944439,Basic service,Yes
Zone 2,28,48,Unmarried,20,128,College degree,4,No,Female,1,Yes,Yes,Yes,Yes,10,20.75,53.6,26.5,55.3,313.05,590.9,1481.35,710,1424.2,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.302585,3.032546,3.981549,3.277145,4.012773,4.85203,Total service,Yes
Zone 1,5,28,Married,3,39,Post-undergraduate degree,1,No,Male,6,Yes,Yes,Yes,Yes,4.7,24.25,44.65,16.5,32.5,30.75,131.9,184.25,60,106.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,1.547563,3.188417,3.798854,2.80336,3.48124,3.663562,Total service,No
Zone 2,27,35,Unmarried,12,56,Did not complete high school,3,No,Female,1,Yes,Yes,Yes,Yes,8.25,32.5,35.65,11,33.85,202.55,897.95,903.25,205,805.95,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,2.110213,3.48124,3.573749,2.397895,3.521939,4.025352,Total service,No
Zone 2,17,39,Unmarried,12,45,College degree,10,No,Female,1,No,Yes,No,No,8.65,0,28.95,0,0,133.1,0,450.2,0,0,No,No,No,No,No,No,No,No,Yes,2.157559,,3.36557,,,3.806662,Basic service,Yes
Zone 1,4,37,Married,8,25,Did not complete high school,1,No,Female,5,No,No,No,No,2.5,0,0,0,0,9.15,0,0,0,0,No,No,No,No,No,No,No,No,No,0.916291,,,,,3.218876,Basic service,No
Zone 1,30,23,Married,0,24,High school degree,1,No,Female,4,Yes,No,No,No,13.35,22.5,0,0,0,397.4,636.35,0,0,0,No,No,No,Yes,Yes,Yes,No,Yes,No,2.591516,3.113515,,,,3.178054,Plus service,No
Zone 3,71,40,Married,19,53,College degree,14,No,Female,2,Yes,No,Yes,Yes,10.15,40,0,27.75,38.35,781.7,2912.3,0,2030,2590.65,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,2.317474,3.688879,,3.323236,3.646755,3.970292,Total service,No
Zone 3,67,77,Unmarried,55,49,Did not complete high school,45,Yes,Female,1,No,No,Yes,No,25.35,0,0,26.75,0,1692,0,0,1755,0,No,No,No,No,No,Yes,No,No,No,3.232779,,,3.286534,,3.89182,Basic service,No
Zone 3,24,48,Married,3,38,Did not complete high school,16,No,Female,2,No,No,Yes,No,5.55,0,0,11.25,0,133.4,0,0,265,0,No,No,No,No,No,No,No,No,No,1.713798,,,2.420368,,3.637586,Basic service,No
Zone 1,24,54,Married,7,84,Some college,10,No,Female,2,No,Yes,Yes,No,11.45,0,28.7,10.5,0,288.05,0,675.4,220,0,No,No,No,Yes,No,No,No,No,Yes,2.43799,,3.356897,2.351375,,4.430817,Basic service,Yes
Zone 2,59,54,Unmarried,32,126,Did not complete high school,22,No,Female,1,Yes,No,Yes,No,13.6,28.75,0,11.75,0,796.4,1625.1,0,660,0,No,No,No,No,Yes,Yes,Yes,Yes,No,2.61007,3.358638,,2.463853,,4.836282,Plus service,No
Zone 3,59,32,Unmarried,9,73,College degree,5,No,Male,1,Yes,No,Yes,No,29.2,21.5,0,12.75,0,1726.6,1231.9,0,655,0,Yes,No,No,No,Yes,Yes,No,No,Yes,3.374169,3.068053,,2.545531,,4.290459,E-service,Yes
Zone 3,44,37,Married,1,41,College degree,8,No,Female,6,No,No,No,No,9.15,0,0,0,0,387.95,0,0,0,0,Yes,Yes,No,Yes,No,No,No,No,Yes,2.213754,,,,,3.713572,E-service,No
Zone 1,19,31,Married,0,22,College degree,2,No,Male,3,No,No,No,No,4.85,0,0,0,0,88.9,0,0,0,0,Yes,No,No,No,No,No,No,No,No,1.578979,,,,,3.091042,E-service,Yes
Zone 2,58,46,Married,23,23,Did not complete high school,2,No,Female,2,No,Yes,Yes,No,11.1,0,25.6,10.5,0,620.75,0,1471.4,625,0,No,No,No,Yes,No,No,No,No,No,2.406945,,3.242592,2.351375,,3.135494,Basic service,No
Zone 1,41,53,Married,22,94,High school degree,25,No,Male,2,No,No,Yes,No,12.65,0,0,11.75,0,488.15,0,0,500,0,Yes,No,No,No,No,No,No,Yes,No,2.537657,,,2.463853,,4.543295,E-service,No
Zone 2,16,33,Unmarried,1,30,Some college,7,No,Male,4,Yes,Yes,Yes,Yes,9.25,21,41.4,17.75,41,138.5,282.3,634.1,265,595.3,No,Yes,No,No,Yes,Yes,Yes,Yes,No,2.224624,3.044522,3.723281,2.876386,3.713572,3.401197,Plus service,Yes
Zone 3,13,36,Unmarried,11,31,High school degree,0,No,Male,1,No,No,No,No,2.3,0,0,0,0,30.5,0,0,0,0,No,No,No,No,No,No,No,Yes,No,0.832909,,,,,3.433987,Basic service,Yes
Zone 1,60,53,Unmarried,22,171,Did not complete high school,37,No,Female,1,Yes,No,Yes,No,9.9,31.75,0,18,0,608.65,1972.1,0,1070,0,No,No,No,No,Yes,Yes,Yes,Yes,No,2.292535,3.457893,,2.890372,,5.141664,Plus service,No
Zone 2,72,49,Married,23,102,Did not complete high school,27,No,Female,6,No,No,Yes,No,41.15,0,0,33.25,0,3098.55,0,0,2345,0,Yes,No,No,No,No,No,No,No,No,3.717224,,,3.504055,,4.624973,E-service,No
Zone 2,33,39,Unmarried,17,27,College degree,3,No,Female,1,Yes,Yes,Yes,Yes,9.7,21.75,41.75,8.5,61.6,294.8,680.3,1342.05,255,2019.75,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,2.272126,3.079614,3.731699,2.140066,4.120662,3.295837,Total service,No
Zone 2,72,45,Married,25,98,College degree,20,No,Female,2,No,No,Yes,Yes,30.25,0,0,13.25,42.85,2182.65,0,0,900,2940.35,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,3.409496,,,2.583998,3.757706,4.584967,Total service,No
Zone 1,66,54,Married,8,591,College degree,25,No,Female,2,Yes,Yes,Yes,Yes,25,34.25,45,16,53,1636.25,2242.55,2816.25,1005,3538.5,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,3.218876,3.533687,3.806662,2.772589,3.970292,6.381816,Total service,No
Zone 3,53,37,Married,7,25,Did not complete high school,2,No,Female,6,Yes,No,Yes,No,5.4,52,0,34,0,291.5,2794.95,0,1660,0,No,No,No,No,Yes,Yes,Yes,Yes,No,1.686399,3.951244,,3.526361,,3.218876,Plus service,No
Zone 2,22,28,Married,0,36,College degree,0,No,Male,4,Yes,Yes,Yes,Yes,9.7,21.5,39.9,9.5,42.9,220.75,480.1,857.2,175,883.2,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.272126,3.068053,3.686376,2.251292,3.758872,3.583519,Total service,No
Zone 2,14,26,Married,1,25,High school degree,0,No,Female,3,No,No,No,No,4.4,0,0,0,0,71.2,0,0,0,0,No,No,No,No,Yes,No,Yes,No,No,1.481605,,,,,3.218876,Plus service,No
Zone 1,52,49,Unmarried,18,69,High school degree,13,No,Female,2,No,No,Yes,Yes,18.35,0,0,19,34.5,893.25,0,0,935,1711.7,No,No,No,No,Yes,Yes,Yes,Yes,No,2.90963,,,2.944439,3.540959,4.234107,Plus service,No
Zone 3,33,30,Married,5,22,Did not complete high school,0,No,Male,2,Yes,No,Yes,Yes,5.55,33.75,0,37.25,30,211.05,1129.25,0,1215,946.8,No,No,Yes,No,Yes,Yes,Yes,Yes,No,1.713798,3.51898,,3.617652,3.401197,3.091042,Plus service,No
Zone 3,72,66,Unmarried,26,67,High school degree,37,Yes,Female,1,Yes,No,Yes,No,39.1,65,0,39.75,0,2743.65,4748.45,0,2830,0,Yes,No,No,No,Yes,Yes,Yes,Yes,No,3.666122,4.174387,,3.68261,,4.204693,Plus service,No
Zone 1,40,40,Married,3,73,College degree,12,No,Female,4,No,No,Yes,Yes,10,0,0,14,27.15,376.6,0,0,555,1035.5,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,2.302585,,,2.639057,3.301377,4.290459,Plus service,Yes
Zone 2,29,26,Unmarried,1,22,College degree,2,No,Female,1,No,Yes,Yes,Yes,6.1,0,47,24.25,35.55,175.3,0,1265.65,710,965.9,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,1.808289,,3.850148,3.188417,3.57094,3.091042,Total service,Yes
Zone 3,63,67,Unmarried,22,9,High school degree,12,Yes,Male,1,No,No,Yes,No,18.05,0,0,19,0,1140.2,0,0,1135,0,No,No,No,No,Yes,Yes,Yes,Yes,No,2.893146,,,2.944439,,2.197225,Plus service,No
Zone 2,56,54,Unmarried,25,147,Some college,31,No,Female,1,Yes,Yes,Yes,Yes,12.7,24.5,39.05,24.25,34.2,763.1,1348.15,2108.1,1310,1848.85,Yes,No,Yes,Yes,Yes,No,No,No,Yes,2.541602,3.198673,3.664843,3.188417,3.532226,4.990433,E-service,No
Zone 3,60,50,Married,26,239,High school degree,19,No,Female,2,Yes,No,Yes,Yes,21.5,77.75,0,10.25,64.2,1377,4628.5,0,570,3756.15,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,3.068053,4.353499,,2.327278,4.162003,5.476464,Total service,No
Zone 3,28,22,Married,3,23,Some college,1,No,Male,5,No,No,No,No,10.95,0,0,0,0,263.95,0,0,0,0,No,No,No,No,Yes,No,No,No,Yes,2.393339,,,,,3.135494,Basic service,No
Zone 2,39,39,Unmarried,19,29,College degree,6,No,Male,1,No,No,Yes,No,5.95,0,0,21.25,0,227.85,0,0,835,0,Yes,No,No,Yes,No,No,No,Yes,No,1.783391,,,3.056357,,3.367296,E-service,No
Zone 3,65,39,Married,18,32,High school degree,15,No,Male,4,No,No,Yes,No,21.1,0,0,9.75,0,1432.8,0,0,585,0,No,No,No,No,Yes,No,Yes,No,No,3.049273,,,2.277267,,3.465736,Plus service,No
Zone 3,29,31,Unmarried,7,30,Some college,7,No,Female,1,Yes,No,Yes,No,7.6,33.75,0,14.5,0,240.85,937.85,0,395,0,No,No,Yes,No,Yes,Yes,Yes,Yes,No,2.028148,3.51898,,2.674149,,3.401197,Plus service,No
Zone 3,28,36,Unmarried,8,57,High school degree,13,No,Female,2,Yes,No,Yes,No,9.6,21.75,0,17.25,0,272.85,607.95,0,435,0,No,No,No,No,Yes,Yes,Yes,Yes,No,2.261763,3.079614,,2.847812,,4.043051,Plus service,No
Zone 1,2,18,Unmarried,0,20,High school degree,0,No,Male,1,Yes,No,Yes,Yes,3.75,22.25,0,23.5,27.1,4.45,44.65,0,15,25.65,No,No,Yes,No,Yes,Yes,Yes,Yes,No,1.321756,3.102342,,3.157,3.299534,2.995732,Plus service,Yes
Zone 3,67,52,Unmarried,13,248,High school degree,20,No,Female,3,Yes,Yes,Yes,No,35.85,39.75,34.3,22.25,0,2368.9,2522.75,2170.85,1435,0,Yes,No,No,No,Yes,No,Yes,Yes,No,3.579344,3.68261,3.535145,3.102342,,5.513429,Plus service,No
Zone 3,5,35,Married,9,59,Some college,8,No,Female,5,Yes,Yes,Yes,Yes,3.1,18.5,37.9,22.75,26.4,21.45,114.8,140.35,120,109.6,No,No,Yes,Yes,Yes,Yes,No,No,Yes,1.131402,2.917771,3.634951,3.124565,3.273364,4.077537,Total service,No
Zone 3,48,35,Unmarried,10,24,High school degree,6,No,Male,1,Yes,No,Yes,No,16.95,43,0,28.5,0,874.45,2007.4,0,1270,0,No,No,No,No,Yes,No,Yes,Yes,No,2.830268,3.7612,,3.349904,,3.178054,Plus service,No
Zone 2,10,26,Married,4,25,Did not complete high school,4,No,Female,3,No,No,No,No,3.7,0,0,0,0,38.2,0,0,0,0,No,No,No,No,No,No,No,No,No,1.308333,,,,,3.218876,Basic service,No
Zone 2,17,28,Unmarried,3,37,Some college,2,No,Female,1,No,No,No,No,5.5,0,0,0,0,84.25,0,0,0,0,Yes,No,No,No,No,No,Yes,Yes,No,1.704748,,,,,3.610918,Plus service,Yes
Zone 1,21,24,Married,0,30,College degree,0,No,Female,5,Yes,Yes,Yes,Yes,17.8,23.75,36.3,10.5,31.75,374.05,513.65,738.9,205,642.2,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,2.879198,3.167583,3.591818,2.351375,3.457893,3.401197,Total service,No
Zone 2,25,51,Unmarried,9,66,College degree,13,No,Male,2,Yes,Yes,Yes,Yes,6.45,16.25,48.15,31,34.55,140.85,415.55,1202.65,790,828.25,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1.86408,2.788093,3.874321,3.433987,3.542408,4.189655,Total service,No
Zone 3,44,31,Unmarried,8,16,Did not complete high school,3,No,Male,1,No,No,Yes,No,14.4,0,0,12,0,632.95,0,0,490,0,No,No,No,No,No,No,No,No,No,2.667228,,,2.484907,,2.772589,Basic service,Yes
Zone 2,59,49,Unmarried,28,429,College degree,23,No,Female,2,Yes,Yes,Yes,Yes,10.2,24.25,42.85,16,43.35,592.2,1524.8,2444.7,885,2450.9,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,2.322388,3.188417,3.757706,2.772589,3.769307,6.061457,Total service,Yes
Zone 2,11,26,Unmarried,7,20,High school degree,4,No,Male,1,No,No,No,No,6.95,0,0,0,0,84.05,0,0,0,0,No,No,No,No,No,No,No,No,No,1.938742,,,,,2.995732,Basic service,No
Zone 2,50,68,Married,32,262,Some college,28,No,Male,2,Yes,Yes,Yes,Yes,12.4,20.5,40.8,18.25,25.15,601.1,993.65,2025.25,870,1217.35,No,No,No,Yes,Yes,No,Yes,Yes,Yes,2.517696,3.020425,3.708682,2.904165,3.224858,5.568345,Plus service,No
Zone 3,23,25,Married,2,28,Some college,1,No,Female,5,No,No,No,No,4.15,0,0,0,0,94.25,0,0,0,0,Yes,No,No,No,No,No,No,No,No,1.423108,,,,,3.332205,E-service,No
Zone 1,17,19,Unmarried,0,18,High school degree,0,No,Female,2,No,Yes,No,No,7.1,0,24.95,0,0,120.35,0,401.8,0,0,Yes,No,No,Yes,No,No,No,No,Yes,1.960095,,3.216874,,,2.890372,E-service,Yes
Zone 1,15,62,Married,3,144,Some college,21,No,Male,2,Yes,No,Yes,Yes,5.25,15.5,0,31.75,33.95,81.05,237.9,0,490,446.1,No,Yes,No,No,Yes,Yes,Yes,Yes,No,1.658228,2.74084,,3.457893,3.524889,4.969813,Plus service,No
Zone 2,68,57,Married,38,33,Did not complete high school,9,No,Female,2,No,No,Yes,No,13.5,0,0,19,0,901,0,0,1240,0,Yes,No,No,No,No,No,No,No,No,2.60269,,,2.944439,,3.496508,E-service,No
Zone 1,69,42,Married,23,19,Some college,0,No,Female,2,No,Yes,Yes,No,25.95,0,36.9,18.75,0,1812.15,0,2630.5,1270,0,No,No,No,Yes,No,No,No,No,Yes,3.256172,,3.608212,2.931194,,2.944439,Basic service,No
Zone 1,30,24,Married,3,30,Did not complete high school,7,No,Female,5,No,No,No,No,6.75,0,0,0,0,171.75,0,0,0,0,No,No,No,No,No,No,No,No,No,1.909543,,,,,3.401197,Basic service,Yes
Zone 3,22,30,Unmarried,8,41,High school degree,8,No,Male,1,Yes,No,Yes,Yes,6.1,22.75,0,13.25,21.35,119.95,441.25,0,290,467.05,No,Yes,No,No,Yes,Yes,No,Yes,No,1.808289,3.124565,,2.583998,3.061052,3.713572,Plus service,No
Zone 2,10,20,Married,1,20,High school degree,0,No,Female,4,No,No,No,No,5.9,0,0,0,0,48.95,0,0,0,0,No,No,No,No,No,No,No,No,No,1.774952,,,,,2.995732,Basic service,Yes
Zone 1,72,59,Married,12,65,Some college,21,No,Female,6,No,Yes,Yes,No,34.65,0,36.45,40.75,0,2519.3,0,2583.9,2910,0,Yes,No,No,No,Yes,No,No,No,No,3.545298,,3.595941,3.707456,,4.174387,E-service,No
Zone 2,34,24,Married,5,17,College degree,0,No,Female,2,No,No,Yes,No,15.25,0,0,4.75,0,522.45,0,0,150,0,No,No,No,No,Yes,No,No,Yes,No,2.72458,,,1.558145,,2.833213,Plus service,No
Zone 2,43,49,Married,18,66,Did not complete high school,22,No,Male,4,No,No,Yes,No,8.6,0,0,20.75,0,376.7,0,0,875,0,Yes,No,No,No,No,Yes,No,Yes,No,2.151762,,,3.032546,,4.189655,Plus service,No
Zone 3,31,37,Married,15,18,College degree,5,No,Male,3,Yes,Yes,Yes,Yes,5.2,19.5,47.25,15.75,39.8,151.7,611.1,1457.95,460,1170.3,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,1.648659,2.970414,3.855453,2.75684,3.683867,2.890372,Total service,No
Zone 2,6,27,Married,5,26,College degree,2,No,Male,5,Yes,No,No,No,5.6,12,0,0,0,30.35,72.5,0,0,0,No,No,No,No,No,No,No,No,No,1.722767,2.484907,,,,3.258097,Basic service,Yes
Zone 2,48,42,Unmarried,21,46,College degree,4,No,Male,1,No,No,Yes,No,14.45,0,0,41.5,0,618.1,0,0,1935,0,No,No,No,No,No,Yes,Yes,No,No,2.670694,,,3.725693,,3.828641,Plus service,No
Zone 2,50,25,Unmarried,6,19,Did not complete high school,5,No,Male,3,No,No,Yes,No,7.25,0,0,7.5,0,356.15,0,0,375,0,No,No,No,No,No,No,No,No,No,1.981001,,,2.014903,,2.944439,Basic service,No
Zone 3,20,41,Married,19,58,High school degree,6,No,Female,2,No,No,No,No,5.25,0,0,0,0,98.2,0,0,0,0,Yes,No,No,No,No,No,No,No,No,1.658228,,,,,4.060443,E-service,No
Zone 3,61,73,Unmarried,10,25,Did not complete high school,21,Yes,Male,1,No,No,Yes,No,16.65,0,0,71,0,965.6,0,0,4350,0,No,No,No,No,No,No,No,No,No,2.81241,,,4.26268,,3.218876,Basic service,No
Zone 2,6,21,Unmarried,0,15,High school degree,1,No,Female,1,No,No,No,No,3.65,0,0,0,0,19.4,0,0,0,0,No,No,No,No,No,No,No,No,No,1.294727,,,,,2.70805,Basic service,No
Zone 2,1,22,Unmarried,2,35,High school degree,2,No,Male,1,No,No,No,No,1.65,0,0,0,0,1.65,0,0,0,0,No,No,No,Yes,No,No,No,No,Yes,0.500775,,,,,3.555348,Basic service,Yes
Zone 1,21,43,Unmarried,13,41,High school degree,1,No,Female,1,Yes,Yes,Yes,Yes,6.15,23.75,45.4,12.25,37.25,118.15,497.15,878.6,195,763.5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1.816452,3.167583,3.815512,2.505526,3.617652,3.713572,Total service,Yes
Zone 3,7,32,Unmarried,1,71,College degree,3,No,Male,2,Yes,Yes,No,Yes,3.6,15.25,41,0,28.05,19.1,122.1,245.65,0,157.15,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1.280934,2.72458,3.713572,,3.333989,4.26268,Total service,No
Zone 3,65,56,Married,19,608,Some college,34,No,Female,2,Yes,No,Yes,Yes,14.55,69.5,0,20.25,68.3,964.85,4584.8,0,1300,4325.6,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,2.677591,4.241327,,3.008155,4.22391,6.410175,Total service,No
Zone 1,64,37,Unmarried,10,44,College degree,9,No,Female,1,No,Yes,Yes,No,16.15,0,35.05,22,0,965.3,0,2337.25,1350,0,Yes,Yes,No,No,No,No,Yes,No,Yes,2.78192,,3.556776,3.091042,,3.78419,E-service,No
Zone 3,4,30,Unmarried,0,41,High school degree,0,No,Male,2,No,No,No,No,2,0,0,0,0,9.9,0,0,0,0,No,No,No,No,Yes,Yes,Yes,No,No,0.693147,,,,,3.713572,Plus service,Yes
Zone 1,67,45,Married,22,83,Some college,11,No,Female,2,No,No,Yes,No,27,0,0,10.75,0,1724.8,0,0,640,0,Yes,No,No,No,No,No,Yes,No,Yes,3.295837,,,2.374906,,4.418841,E-service,No
Zone 2,22,35,Unmarried,12,28,High school degree,3,No,Male,2,No,No,No,No,6.6,0,0,0,0,180.55,0,0,0,0,Yes,No,Yes,Yes,No,No,No,No,No,1.88707,,,,,3.332205,E-service,Yes
Zone 3,51,37,Married,17,101,High school degree,10,No,Female,2,No,No,Yes,No,14.95,0,0,9.5,0,736.85,0,0,480,0,Yes,No,No,No,No,Yes,Yes,No,No,2.704711,,,2.251292,,4.615121,Plus service,No
Zone 1,50,28,Unmarried,6,28,Did not complete high school,10,No,Female,1,Yes,Yes,Yes,Yes,6.4,17.25,36.85,12.75,22,330.95,851.7,1869.4,600,997,Yes,No,No,No,No,Yes,Yes,Yes,No,1.856298,2.847812,3.606856,2.545531,3.091042,3.332205,Plus service,No
Zone 1,31,47,Married,18,35,High school degree,0,No,Male,2,No,No,No,No,11.95,0,0,0,0,390.6,0,0,0,0,No,No,No,No,No,No,No,No,No,2.480731,,,,,3.555348,Basic service,No
Zone 3,4,28,Unmarried,0,39,High school degree,3,No,Female,1,Yes,No,Yes,No,7.1,15,0,12.75,0,23.8,70.45,0,25,0,No,No,No,No,Yes,Yes,Yes,No,No,1.960095,2.70805,,2.545531,,3.663562,Plus service,Yes
Zone 3,60,56,Unmarried,19,51,College degree,11,No,Male,1,No,Yes,Yes,Yes,15.25,0,57.45,28.5,67,873.7,0,3404.1,1630,4046.25,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.72458,,4.050915,3.349904,4.204693,3.931826,Total service,No
Zone 3,7,31,Married,12,31,High school degree,7,No,Female,6,No,No,No,No,5.05,0,0,0,0,38.05,0,0,0,0,No,No,No,No,No,No,No,No,Yes,1.619388,,,,,3.433987,Basic service,Yes
Zone 3,20,40,Unmarried,2,209,College degree,15,No,Female,1,No,No,Yes,No,7.2,0,0,4.75,0,172.1,0,0,80,0,Yes,No,No,No,No,No,No,No,Yes,1.974081,,,1.558145,,5.342334,E-service,No
Zone 2,19,23,Married,4,37,Some college,1,No,Female,4,Yes,Yes,No,No,8.4,17.5,24.8,0,0,136.05,302.5,446,0,0,No,No,No,No,Yes,Yes,No,Yes,No,2.128232,2.862201,3.210844,,,3.610918,Plus service,Yes
Zone 3,58,37,Married,5,64,College degree,8,No,Female,2,Yes,Yes,Yes,Yes,10.8,58.75,63.25,37.75,109.7,634.75,3525.55,3521.45,2305,6444.95,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.379546,4.073291,4.147095,3.630985,4.697749,4.158883,Total service,Yes
Zone 3,65,64,Unmarried,20,88,Some college,26,No,Female,1,Yes,Yes,Yes,Yes,15.1,36.25,39.9,24,48.8,1017.9,2202.45,2534.25,1620,3242.75,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.714695,3.590439,3.686376,3.178054,3.88773,4.477337,Total service,Yes
Zone 3,72,61,Married,34,61,Did not complete high school,8,No,Male,3,No,No,Yes,No,27.35,0,0,13.25,0,1980.15,0,0,895,0,Yes,No,No,No,No,No,No,No,No,3.308717,,,2.583998,,4.110874,E-service,No
Zone 3,8,42,Unmarried,3,66,Some college,10,No,Male,1,No,No,Yes,Yes,1.95,0,0,27.5,21.5,16.85,0,0,185,157.55,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,0.667829,,,3.314186,3.068053,4.189655,Total service,No
Zone 2,33,40,Married,14,19,Some college,5,No,Male,2,No,No,Yes,No,5.05,0,0,8.5,0,178.9,0,0,315,0,No,No,No,No,No,No,No,No,No,1.619388,,,2.140066,,2.944439,Basic service,No
Zone 3,18,34,Married,4,42,High school degree,14,No,Female,5,Yes,No,Yes,No,6.45,19,0,17,0,104.05,318.75,0,240,0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,1.86408,2.944439,,2.833213,,3.73767,Total service,No
Zone 2,24,31,Married,6,41,High school degree,13,No,Male,5,Yes,No,Yes,No,8.5,20,0,13,0,196.8,480.7,0,275,0,No,No,No,No,Yes,Yes,Yes,No,No,2.140066,2.995732,,2.564949,,3.713572,Plus service,No
Zone 3,70,36,Unmarried,8,50,Did not complete high school,15,No,Female,1,No,No,Yes,No,20.55,0,0,20.75,0,1407.15,0,0,1370,0,Yes,No,No,No,No,No,No,No,No,3.022861,,,3.032546,,3.912023,E-service,No
Zone 1,7,38,Unmarried,4,70,College degree,4,No,Male,1,Yes,Yes,Yes,Yes,3.85,19.25,38.35,7,17.7,26.65,127.5,250.3,40,129.55,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,1.348073,2.957511,3.646755,1.94591,2.873565,4.248495,Total service,Yes
Zone 3,70,59,Unmarried,27,85,Did not complete high school,19,No,Female,1,Yes,No,Yes,No,38.9,62.5,0,62,0,2711,4387.3,0,4220,0,No,No,No,No,Yes,Yes,Yes,Yes,No,3.660994,4.135167,,4.127134,,4.442651,Plus service,No
Zone 2,20,48,Married,21,45,Some college,2,No,Female,2,Yes,No,Yes,Yes,10.7,33,0,27.5,29.4,192.15,645.65,0,480,528.3,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,2.370244,3.496508,,3.314186,3.380995,3.806662,Plus service,Yes
